old_case	baseline_inputs	baseline_sha256	assertion	disposition	destination	observation	verification
pa13/tests/spec/200-function-effect-metadata-smoke.t	pa13/tests/spec/200-function-effect-metadata-smoke.t	ec8437d073980f927e760e6ca0099440db4ba106b4dc009908f7bf361a1fca14	function effect metadata smoke	reduce/split	pa8/tests/spec/200-function-effect-metadata-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-global-pointer-address-init.t	pa13/tests/spec/200-global-pointer-address-init.t	c0f49b85c03fc98cf7502ec49fde1a5b231dbadb7718ecb62cb9bf44be298a25	global pointer address init	reduce/split	pa8/tests/spec/200-global-pointer-address-init.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-global-storage-metadata-smoke.t	pa13/tests/spec/200-global-storage-metadata-smoke.t	f72e3447844e803d0ae6457fdf0e0ef67090014e9d9cddbb6a824d4870265cb6	global storage metadata smoke	reduce/split	pa8/tests/spec/200-global-storage-metadata-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-indirect-call-signature.t	pa13/tests/spec/200-indirect-call-signature.t	2da8f4c1aeb34628816ca4e1790761cd6b1a168c5baf227d1a93bd0185f30830	indirect call signature	reduce/split	pa8/tests/spec/200-indirect-call-signature.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-integer-width-conversions.t	pa13/tests/spec/200-integer-width-conversions.t	f8f227de17f6329c0c59e0e0505918190a1569e89dcaa6721957896abf47fb37	integer width conversions	reduce/split	pa8/tests/spec/200-integer-width-conversions.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-integral-float-conversions.t	pa13/tests/spec/200-integral-float-conversions.t	b3a08bc3792278a840a2ee1634f4684f3357a92690fb37e10eb58b60520e6c18	integral float conversions	reduce/split	pa8/tests/spec/200-integral-float-conversions.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-linkage-metadata-smoke.t	pa13/tests/spec/200-linkage-metadata-smoke.t	69dac1d9436c91a4de9956e923f1948e68f0dda3de04484ca65062f6f0bf04d6	linkage metadata smoke	reduce/split	pa8/tests/spec/200-linkage-metadata-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-object-slot-array-element-smoke.t	pa13/tests/spec/200-object-slot-array-element-smoke.t	6ced6b833cf0cdabe8eec7d6bc98e7a7b2bcdc3de95a6d6935b9dc6104e3e626	object slot array element smoke	reduce/split	pa8/tests/spec/200-object-slot-array-element-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-object-slot-smoke.t	pa13/tests/spec/200-object-slot-smoke.t	2a96a52dee58ad7df83dad20542f3fd3eea636864dde1f5563d5b4a27febfaeb	object slot smoke	reduce/split	pa8/tests/spec/200-object-slot-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-parameter-alias-metadata-smoke.t	pa13/tests/spec/200-parameter-alias-metadata-smoke.t	445d641bb694ec4087259589d18e12ce452e9f5734bde99462a77d55939c2dc5	parameter alias metadata smoke	reduce/split	pa8/tests/spec/200-parameter-alias-metadata-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-structured-float-data.t	pa13/tests/spec/200-structured-float-data.t	4bde6ea66b4297a128f8cd27a80b567c1770eb54d51a3e3f32eb171b8662a152	structured float data	reduce/split	pa8/tests/spec/200-structured-float-data.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-structured-global-zero-padding.t	pa13/tests/spec/200-structured-global-zero-padding.t	02e12eb245991a4a306b88d5703cd2d86b7765ad62807dcf7de64e14fa0672a3	structured global zero padding	reduce/split	pa8/tests/spec/200-structured-global-zero-padding.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-switch-terminator.t	pa13/tests/spec/200-switch-terminator.t	606008f3ffe0e346e6a5bdec6a9182d7e715c9024c1e12909cf7eed3c2a635bb	switch terminator	reduce/split	pa8/tests/spec/200-switch-terminator.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-thread-local-global-storage-metadata-smoke.t	pa13/tests/spec/200-thread-local-global-storage-metadata-smoke.t	d865c4332a7966f80ff0e68d83a4d96adc2e59c5f8e21acceb66797a77451dde	thread local global storage metadata smoke	reduce/split	pa8/tests/spec/200-thread-local-global-storage-metadata-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-thread-local-wrapper-metadata-smoke.t	pa13/tests/spec/200-thread-local-wrapper-metadata-smoke.t	3f580a4c637951c7d9ad44606bd6f25452060d681e3d53f7d5e4cd8b49564762	thread local wrapper metadata smoke	reduce/split	pa8/tests/spec/200-thread-local-wrapper-metadata-smoke.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-unary-ops.t	pa13/tests/spec/200-unary-ops.t	a76c8497b42653855c47736780d12dab07e6bb057151ff38f7ea7fb187593e9d	unary ops	reduce/split	pa8/tests/spec/200-unary-ops.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-unsigned-compare-predicates.t	pa13/tests/spec/200-unsigned-compare-predicates.t	0240c28f1fe4a989471a0be1355f17e62937719509ee78205f4892ea4ef9cb55	unsigned compare predicates	reduce/split	pa8/tests/spec/200-unsigned-compare-predicates.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-unsigned-int-ops.t	pa13/tests/spec/200-unsigned-int-ops.t	bd69afc945ff879abdd7d9f72f5d4f8f759bcfc0676e9ce4474ea9570ed82d46	unsigned int ops	reduce/split	pa8/tests/spec/200-unsigned-int-ops.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-unused-declarations.t	pa13/tests/spec/200-unused-declarations.t	88d928fa4337844d558540fae5dafd769feac8606d1fafc67f5140c2470441b4	unused declarations	reduce/split	pa8/tests/spec/200-unused-declarations.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/200-variadic-function-arity.t	pa13/tests/spec/200-variadic-function-arity.t	655d7189a48ecc7af9226cad4be13b736f8a516720056a8bda77346e4f39f5db	variadic function arity	reduce/split	pa8/tests/spec/200-variadic-function-arity.t	Retain the case as a LowIR model roundtrip: preserve its symbols, types, instructions and represented metadata. CY86 instruction selection and output shape are retired.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
pa13/tests/spec/300-bad-copy-elision-arity.t	pa13/tests/spec/300-bad-copy-elision-arity.t	a0c4de916543f708cdffd735895d5906c325cc49969f35e7116090396afbc7d5	bad copy elision arity	reduce/split	pa8/tests/spec/300-bad-copy-elision-arity.t	Retain the LowIR input-contract rejection; diagnostic text and failed output are not required.	106 spec and 3 construction cases pass ordinary/batch byte-exact modes; all 62 successful spec references reparse and serialize identically. Six harness tests pass; final export/self-host gates pending.
